学期,学号,书名,日期
1,1,1520557,926
1,1,1458042,1013
1,1,2946186,1013
1,1,1538321,1016
1,1,2794015,1016
1,1,2885156,1021
1,1,2607445,1021
1,1,2767174,1021
1,1,1495883,1026
1,1,1505519,1026
1,1,1301994,1026
1,1,2608930,1026
1,1,1496733,1111
1,1,2566572,1111
1,1,2898752,1111
1,1,2914343,1111
1,1,1512649,1117
1,1,2608774,1117
1,1,2894723,1117
1,1,2919287,1117
1,1,2804907,1117
1,1,2628054,1205
1,1,2797096,1205
1,1,2574632,1214
1,1,2565104,1214
1,1,2786113,1214
2,1,1544201,307
2,1,2875968,420
2,1,2878511,420
2,1,1125930,522
2,1,1104460,522
2,1,1436051,603
2,1,2895132,603
2,1,1379814,603
3,1,1370729,905
3,1,2832865,905
3,1,2704289,905
3,1,1558217,1012
3,1,2854178,1018
3,1,1522634,1018
3,1,2994855,1018
3,1,1272584,1018
3,1,1572099,1105
3,1,1371919,1105
3,1,1549328,1105
3,1,2771078,1126
3,1,1470524,1126
3,1,2957931,1126
1,2,2741738,916
1,2,1376960,1026
1,3,2579725,917
1,3,1263444,918
1,3,1039827,918
1,3,2587432,928
1,3,1498588,928
1,3,1425220,928
1,3,2914365,929
1,3,2894729,929
1,3,2731592,1006
1,3,1267071,1006
1,3,2696761,1006
1,3,2837107,1006
1,3,2588376,1006
1,3,1486535,1013
1,3,1482057,1013
1,3,1297764,1013
1,3,2759616,1014
1,3,2233385,1014
1,3,1031259,1022
1,3,1099681,1022
1,3,1280876,1201
1,3,1280876,117
1,3,1558972,117
1,3,2824055,117
2,3,2591394,225
2,3,1141900,227
2,3,2802434,227
2,3,1301889,303
2,3,1198427,331
2,3,1309053,411
2,3,1170986,418
2,3,1452964,509
2,3,1143702,511
2,3,1322291,620
2,3,1110699,620
2,3,1121725,620
2,3,2858254,705
2,3,2918768,705
2,3,1038860,713
2,3,1190157,713
3,3,1190157,921
3,3,1144694,921
3,3,1374734,1010
3,3,1374748,1115
3,3,1374748,102
3,3,2598589,108
1,4,1473399,928
1,4,1473523,928
2,4,2842315,401
2,4,1257647,401
2,4,2759864,424
2,4,2794758,424
2,4,2656011,424
2,4,1104258,520
2,4,1104258,520
2,4,2842315,520
2,4,2798775,520
2,4,1104258,520
3,4,1363573,924
3,4,1190336,1105
3,4,2823330,1105
3,4,1102996,1107
3,4,1486485,1107
3,4,1190336,1201
1,5,2750547,917
1,5,2606200,917
1,5,1378921,917
1,5,2741353,917
1,5,2922968,1017
1,5,1296207,1017
1,5,2708030,1017
1,5,1308256,1017
1,5,1470524,1017
1,5,2759735,1017
1,5,1336315,1017
1,5,1400910,1029
1,5,2690232,1029
1,5,2630592,1029
1,5,1105156,1029
1,5,2562986,1122
1,5,2743696,1122
1,5,1456160,1122
1,5,1519093,1122
1,5,2818538,1214
1,5,2766879,1229
1,5,2586035,111
2,5,2652085,225
2,5,1524211,225
2,5,2600093,225
2,5,1373791,227
2,5,1058022,227
2,5,2667338,227
2,5,2626390,227
2,5,1500602,227
2,5,2710802,318
2,5,2806532,320
2,5,1483177,320
2,5,1419449,417
2,5,1484386,417
2,5,1521767,417
2,5,3000841,417
2,5,2837585,419
2,5,2746608,419
2,5,2606577,419
2,5,1342948,510
2,5,2896845,510
3,5,2608775,903
3,5,2626974,903
3,5,1558015,903
3,5,2745302,912
3,5,1311408,912
3,5,2608969,1024
3,5,2843147,1107
3,5,2743749,1107
1,6,1512783,917
1,6,1526185,917
1,6,2751088,919
1,6,2751089,919
1,6,2765527,920
1,6,2827892,920
1,6,1255339,920
1,6,1306514,1008
1,6,2941000,1008
1,6,2920147,1016
1,6,2958622,1030
1,6,1160889,1120
1,6,1245250,1120
1,6,1142516,1123
1,6,2919398,1123
1,6,1388548,1123
1,6,1542419,1123
1,6,1429632,1123
1,6,1525600,1123
1,6,1512037,1216
1,6,1443079,1226
1,6,2911012,1230
1,6,1509099,112
1,6,2843499,114
2,6,2954998,226
2,6,1289313,226
2,6,1406433,226
2,6,1550219,226
2,6,1129271,226
2,6,2958654,228
2,6,1511839,228
2,6,2628448,308
2,6,2628438,308
2,6,2695427,308
2,6,2764303,311
2,6,2843491,313
2,6,2765131,313
2,6,2644967,313
2,6,2772626,321
2,6,1501771,409
2,6,1262867,411
2,6,2602133,411
2,6,2804908,411
2,6,1178035,411
2,6,1473279,411
2,6,1473285,411
3,6,2875704,1011
3,6,2964236,1016
3,6,1497484,1030
3,6,2574586,1030
3,6,2574585,1030
3,6,1099601,1030
3,6,2660529,1030
3,6,2916905,1109
3,6,2916882,1109
3,6,1538317,1109
3,6,2594404,1109
3,6,2564271,111
1,7,1379686,917
1,7,1304246,917
1,7,2584715,917
1,7,1317237,1204
1,7,1429303,1204
1,7,1091521,1204
1,7,2901157,1204
1,7,1085510,1225
1,7,1286083,1225
1,7,1465582,1225
2,7,1405223,228
2,7,1474086,301
2,7,1411259,301
2,7,1342947,308
2,7,2677015,308
2,7,2659325,308
2,7,1342947,308
2,7,2677015,308
2,7,2659325,308
2,7,2966404,316
2,7,2954003,322
2,7,2953130,322
2,7,2994565,322
2,7,2977115,322
2,7,2830790,515
2,7,2625141,515
2,7,1322642,515
2,7,1469494,515
2,7,2897838,523
2,7,2610423,523
2,7,1465646,523
2,7,1247044,605
2,7,2844677,605
2,7,1021090,605
2,7,2700175,605
2,7,1127742,605
2,7,2752039,710
2,7,2879309,710
2,7,2692253,710
2,7,2720549,710
2,7,2631088,710
2,7,1273027,710
2,7,2627241,710
2,7,2641846,710
3,7,2879309,901
3,7,2920977,903
3,7,2608503,903
3,7,2838359,903
3,7,2879309,922
3,7,1541921,922
3,7,3015521,1011
3,7,3028755,1011
3,7,2565046,1011
3,7,2923147,1018
3,7,2464273,1018
3,7,2923142,1018
3,7,1546677,1024
3,7,2608503,1024
3,7,2723103,1024
3,7,2604295,1113
3,7,2677012,1113
3,7,2592656,1113
3,7,1500875,1113
3,7,1067457,1113
3,7,1086829,1113
3,7,2642545,1113
3,7,1292935,1113
3,7,3063662,1227
3,7,3056496,1227
3,7,1313928,1227
3,7,1330633,1227
3,7,1091369,1227
3,7,1418516,1227
3,7,1379602,1227
3,7,1091375,1227
3,7,1559236,102
3,7,2578316,102
3,7,2658924,102
3,7,1407513,102
3,7,1388486,102
3,7,1550790,102
3,7,1503099,102
1,8,1284345,924
1,8,2664296,1210
1,8,1302790,1210
1,8,1476187,1210
1,8,1299449,1210
1,8,1299449,117
1,8,1476187,117
2,8,2831239,513
2,8,2964219,513
2,8,2799263,513
2,8,1466927,513
2,8,2762831,513
2,8,2988658,513
2,8,1399003,513
2,8,2697140,521
2,8,1039606,521
2,8,1336927,521
2,8,1545768,521
2,8,1173384,521
2,8,2931107,521
3,8,1539758,1024
3,8,1410872,1024
3,8,1325921,1024
3,8,1276061,1024
3,8,2647137,1024
1,9,2839082,1009
1,9,2944130,1023
1,9,2795415,1023
1,9,1476149,1127
1,9,1504833,1127
2,9,1420786,226
2,9,1389835,318
2,9,2566561,321
2,9,2963766,323
2,9,1405442,323
2,9,1420786,409
2,9,1389835,510
2,9,2963766,510
2,9,1420786,521
2,9,2896576,603
2,9,2941571,623
3,9,2762859,910
3,9,2762857,910
3,9,1552848,910
3,9,1552847,910
3,9,3025753,910
3,9,3025427,910
3,9,3025751,910
3,9,3025425,910
3,9,2728107,1103
3,9,1113722,1103
3,9,1375811,1116
3,9,3048566,1118
3,9,2941571,1127
3,9,1156025,1130
3,9,2580304,1130
3,9,1557748,1130
3,9,2758822,1212
3,9,3025425,1212
3,9,1268515,1212
3,9,3025750,1212
3,9,2850604,1231
1,10,2894552,917
1,10,1306489,917
1,10,1473435,918
1,10,2790612,1009
1,10,1247592,1026
1,10,1265729,1030
1,10,1199685,1030
1,10,1272579,1102
1,10,1280405,1108
1,10,1280420,1108
1,10,1280385,1108
1,10,1175956,1120
1,10,1175950,1120
1,10,2707480,1120
1,10,1283328,1125
1,10,1283325,1125
1,10,1147066,1129
1,10,1245227,1129
1,10,1163667,1203
1,10,1163669,1203
1,10,1269759,1207
1,10,1269760,1207
1,10,1193468,1209
1,10,1329563,118
1,10,2887027,118
1,10,2887040,118
1,10,2726672,118
2,10,2598191,225
2,10,2843758,225
2,10,2592446,225
2,10,2872874,303
2,10,1563796,312
2,10,1450961,312
2,10,2958103,319
2,10,1450961,411
2,10,1450961,526
2,10,1322531,526
2,10,2682015,526
2,10,1197801,710
2,10,1272527,710
2,10,1272545,710
3,10,1458307,1207
3,10,1458316,1207
1,11,2756424,1025
1,11,1133256,1025
1,11,1133257,1026
1,11,1134410,1029
1,11,1133258,1030
1,11,1146806,1031
1,11,1401226,1101
1,11,1146810,1101
1,11,1133287,1102
1,11,1133288,1102
1,11,1146814,1102
1,11,1133271,1109
1,11,1133277,1109
1,11,1134402,1128
1,11,1133296,1128
1,11,1133295,1128
1,11,1134403,1128
1,11,1542412,1129
1,11,1429630,1129
1,11,1440667,1129
1,11,1535245,1129
1,11,1535229,1129
1,11,1513425,1205
1,11,1133281,1205
2,11,2788998,327
2,11,2697628,327
2,11,2858872,327
2,11,2639085,418
2,11,2908516,517
2,11,2639085,530
1,12,2787010,928
1,12,1539292,928
1,12,1462627,1128
1,12,1372919,1205
1,12,1373601,1205
1,12,1372917,1205
2,12,1454556,328
2,12,2610990,328
2,12,1301846,426
2,12,2950945,426
2,12,1525233,428
2,12,1544200,428
2,12,1454556,515
2,12,1525233,613
3,12,3023586,1013
3,12,1122243,1013
3,12,1074148,1118
3,12,1564823,1118
3,12,1268516,1201
1,13,1371890,916
1,13,1163053,920
1,13,1556055,920
1,13,1184732,926
1,13,1559010,1010
1,13,1469480,1010
1,13,1097872,1016
1,13,1559010,1113
1,13,1455137,1115
1,13,1299766,1115
1,13,2878477,1115
1,13,2896845,1118
1,13,1330125,1118
1,13,1510562,1122
1,13,2908661,1122
1,13,1031137,1125
1,13,1168240,1125
1,13,1274158,1125
1,13,2963314,1128
1,13,1447560,1130
1,13,2906541,1130
1,13,2742689,1130
1,13,1070143,1205
1,13,2878479,1205
1,13,1456410,1208
1,13,1368162,1214
1,13,2742585,1228
1,13,2906541,111
1,13,1447560,111
2,13,1232730,418
2,13,2742585,306
2,13,1321045,306
2,13,1447383,306
2,13,2900789,306
2,13,2770092,307
2,13,2827565,307
2,13,1337437,307
2,13,2198718,308
2,13,1232730,308
2,13,1354074,308
2,13,1257541,308
2,13,2232668,315
2,13,1495501,315
2,13,1214741,315
2,13,1470426,315
2,13,2198718,418
2,13,2827565,418
2,13,2723687,418
2,13,1124781,418
2,13,2858521,418
2,13,2950946,424
2,13,1504417,517
2,13,2793295,517
2,13,1482673,517
2,13,1388328,517
2,13,1259248,517
2,13,2957679,517
2,13,2994469,525
2,13,2772739,525
2,13,2587930,706
2,13,1512406,706
2,13,2869163,706
2,13,1334820,706
2,13,2918358,706
2,13,2568034,706
2,13,1068062,706
2,13,1125304,706
2,13,1361511,706
2,13,1068059,706
3,13,1168240,904
3,13,1383300,904
3,13,1422467,904
3,13,2756263,904
3,13,1474091,904
3,13,1369283,904
3,13,1495849,904
3,13,2807333,911
3,13,1149606,911
3,13,2721730,911
3,13,2807333,1007
3,13,1168240,1007
3,13,1149606,1007
3,13,1495849,1007
3,13,1383300,1007
3,13,1369283,1007
3,13,2675895,1007
3,13,2675745,1007
3,13,2897658,1010
3,13,1357548,1010
3,13,1383966,1013
3,13,2928601,1024
3,13,1178077,1024
3,13,1192408,1024
3,13,1549329,1024
3,13,1295257,1108
3,13,2605714,1108
3,13,1312754,1108
3,13,2857963,1112
3,13,2869043,1112
3,13,1178077,1122
3,13,1383300,1122
3,13,1168240,1122
3,13,2857963,1122
3,13,1295257,1122
3,13,2807333,1122
3,13,2869043,1122
3,13,1369283,1122
3,13,1149606,1122
3,13,1131233,1122
3,13,2926448,1201
3,13,2699969,1201
3,13,1492236,1201
3,13,1545549,1201
3,13,2869043,1220
3,13,2857963,1220
3,13,1149606,1220
3,13,1168240,1220
3,13,2945023,1220
3,13,2651170,1220
3,13,3045331,1220
3,13,2647867,1220
3,13,2823235,1220
3,13,2761056,104
3,13,2823120,104
3,13,1283489,104
1,14,1498641,917
1,14,2621372,919
1,14,2880303,1026
1,14,1400263,1026
1,14,2843660,1105
1,14,1466991,1206
1,14,2836143,1206
1,14,1307195,1206
2,14,2826999,314
2,14,1051212,314
2,14,2806773,314
2,14,1270469,406
2,14,2814770,406
2,14,1510830,406
2,14,1278719,406
2,14,2847167,415
2,14,1388481,415
2,14,2648211,415
2,14,1049044,506
2,14,1510558,513
2,14,1278719,513
2,14,1304592,529
2,14,2843682,529
2,14,2889116,529
1,15,2859451,922
1,15,1403182,924
1,15,1491229,1010
1,15,2855560,1011
1,15,1154421,1227
1,15,2636898,112
1,15,1054132,112
3,15,2889639,903
3,15,1293160,903
3,15,1182199,903
3,15,2787664,1013
3,15,2740121,1013
3,15,1349593,1022
3,15,1349557,1022
3,15,2587692,1027
3,15,1518948,1027
3,15,2816109,1027
1,16,2580348,1026
1,16,2815210,1026
1,16,2761015,1026
1,16,1407195,1129
1,16,2901478,1206
2,16,2844376,314
2,16,2592877,314
2,16,1271840,314
2,16,2639856,314
2,16,1152145,415
2,16,1312827,415
2,16,1285552,415
3,16,2696195,909
3,16,1051712,909
3,16,1025399,909
3,16,2920394,909
3,16,2909308,909
3,16,1173383,909
3,16,1100949,1015
1,17,2762130,1007
1,17,2949792,1007
1,17,2636540,1007
1,17,2765495,1007
1,17,2563061,1007
1,17,1268377,1007
1,17,2607695,1007
1,17,2562986,1007
1,17,1538911,1007
1,17,2563068,1007
1,17,2906648,1007
1,17,1476299,1007
2,17,1558012,511
2,17,2836310,511
2,17,2954584,515
2,17,2964236,515
2,17,2907632,515
2,17,1443317,515
2,17,1472232,527
2,17,2897606,603
2,17,1092702,603
2,17,2789293,603
1,18,1148581,924
1,18,2598433,924
1,18,2568059,926
1,18,1083171,1012
1,18,1343530,1027
1,18,1370845,1102
1,18,1486754,1102
1,18,2598433,1106
1,18,2568059,1106
1,18,2836142,1115
1,18,1414504,1123
1,18,1534809,1127
1,18,2665269,1127
1,18,1074145,1130
1,18,1447383,1130
1,18,1326162,1130
1,18,2588384,1207
1,18,2900789,1207
1,18,2598433,1213
1,18,2886323,1215
1,18,2568059,1222
1,18,2825176,103
1,18,1447383,106
1,18,1414504,106
1,18,1300561,117
1,18,1321045,118
1,18,2588384,118
1,18,1337863,118
1,18,1362636,118
1,18,2791008,118
2,18,2990437,310
2,18,1183739,310
2,18,1456475,310
2,18,1027642,330
2,18,1036544,330
2,18,1498148,330
2,18,2735316,330
2,18,1345969,330
2,18,1198672,331
2,18,1480027,331
2,18,2604066,331
2,18,1537588,331
2,18,1321045,417
2,18,1447383,417
2,18,1325490,430
2,18,2774778,430
2,18,2735316,517
2,18,1480027,517
2,18,1498148,517
2,18,1426439,527
2,18,1388919,527
2,18,1522171,527
2,18,1369363,527
2,18,2869190,527
2,18,1321045,531
2,18,2735316,531
2,18,1522171,531
2,18,2774778,611
2,18,2585991,618
2,18,2586041,624
2,18,2585993,625
2,18,2716038,625
2,18,2851498,625
2,18,2216570,708
3,18,1373406,922
3,18,1042859,922
3,18,1369882,922
3,18,2875773,922
3,18,1274261,926
3,18,1399732,926
3,18,1154253,1105
3,18,1301798,1105
3,18,2876161,1118
3,18,1399732,1118
3,18,1274261,1118
3,18,1280940,1123
3,18,1528783,1123
3,18,2632281,1123
3,18,1407766,1129
3,18,2876083,1203
3,18,1326191,1203
3,18,1274261,103
3,18,1407766,103
3,18,1399732,103
1,19,1358927,922
1,19,2622499,929
1,19,1148818,1010
1,19,1242666,1010
1,19,1513455,1010
1,19,2657846,1010
1,19,1164983,1029
1,19,1366782,1111
1,19,1357139,1111
1,19,2872289,1111
1,19,2705539,1111
1,19,2942779,1111
1,19,1366782,1128
1,19,2568295,1212
1,19,1366782,1212
1,19,2718545,1212
1,19,1420576,1212
1,19,2568295,1228
1,19,2623373,1228
1,19,1170489,1228
1,19,1525903,1230
1,19,1117131,108
1,19,2740415,108
1,19,1363213,108
1,19,1525903,112
1,19,2890617,112
1,19,2944221,112
1,19,2829132,112
1,19,1484032,112
1,19,1564409,112
1,19,2845179,112
1,19,2623373,117
1,19,1363213,117
1,19,1117131,117
1,19,2740415,117
1,19,1366782,117
2,19,1117131,225
2,19,1363213,225
2,19,2740415,225
2,19,2623373,225
2,19,1447611,316
2,19,2568272,316
2,19,2821771,316
2,19,2637168,316
2,19,1167960,316
2,19,2816133,316
2,19,2623373,324
2,19,1117131,324
2,19,1363213,324
2,19,2740415,324
2,19,1412370,324
2,19,1485395,325
2,19,1067466,328
2,19,1309054,328
2,19,1128190,328
2,19,1485395,414
2,19,1309054,414
2,19,2969988,415
2,19,2991307,415
2,19,1512266,415
2,19,2854313,427
2,19,1132309,427
2,19,2709345,427
2,19,1366782,427
2,19,1512266,427
2,19,1412370,427
2,19,1309054,427
2,19,1485395,427
2,19,2991307,427
2,19,1366782,603
2,19,1512266,603
2,19,1485395,603
2,19,1412370,603
2,19,1309054,603
2,19,1391025,615
2,19,1417347,619
2,19,1053087,625
2,19,2832932,626
2,19,1519673,626
2,19,2650869,627
2,19,2602511,628
3,19,1366782,902
3,19,1485395,902
3,19,1053087,902
3,19,2607715,902
3,19,2698871,902
3,19,1305587,912
3,19,1485395,1010
3,19,1398521,1010
3,19,1305587,1010
3,19,2698871,1010
3,19,1366782,1010
3,19,2585999,1019
3,19,2699891,1101
3,19,1401560,1101
3,19,1366782,1114
3,19,1305587,1114
3,19,2698871,1114
3,19,1398521,1114
3,19,1485395,1114
3,19,1398521,1227
3,19,2698871,1227
3,19,1485395,1227
3,19,1366782,1227
3,19,1305587,1227
1,20,1493802,917
1,20,2895496,918
1,20,2883040,918
1,20,1222176,918
1,20,1372026,924
1,20,2831639,924
1,20,1198596,1019
1,20,2800621,1019
1,20,1306157,1029
1,20,1051629,1101
1,20,1143429,1102
1,20,1168285,1108
1,20,1165365,1113
1,20,2857595,1114
1,20,1312813,1115
1,20,1318114,1122
1,20,2599576,1122
1,20,2789923,1122
1,20,2700130,1127
1,20,2677024,1130
1,20,1464586,1205
1,20,1175464,1205
1,20,1264306,1205
2,20,2752789,228
2,20,1045024,312
2,20,2698043,318
2,20,1196181,319
2,20,1045024,409
2,20,1322289,526
2,20,1123339,526
1,21,2891712,1019
1,21,2944773,1231
1,21,2912755,1231
1,21,2944522,1231
2,21,2715739,604
2,21,2717550,604
3,21,1497516,1124
3,21,1497515,1124
3,21,2608968,1124
3,21,2640941,1208
3,21,1261138,1208
1,22,1170700,922
1,22,1298809,924
1,22,1274982,1103
1,22,1321614,1118
2,22,1470560,320
2,22,2862115,320
2,22,2748183,508
2,22,1191531,626
2,22,1111845,626
3,22,2750705,904
3,22,1040523,904
3,22,1531563,923
3,22,2592525,923
3,22,1101982,1129
3,22,1182350,1129
1,23,2790953,924
1,23,1197774,924
1,23,2641938,924
1,23,1480384,924
1,23,1289358,924
1,23,1174509,924
1,23,2823318,924
1,23,1252577,1018
1,23,1181943,1108
1,23,2762139,1108
1,23,2797236,1108
1,23,2663938,1123
1,23,2835502,1123
1,23,2111290,1123
1,23,1185272,1130
1,23,2580210,1130
1,23,1286708,1207
1,23,2968927,108
1,23,1027903,112
1,23,2111290,112
1,23,2897187,112
2,23,1074145,307
2,23,1263193,307
2,23,1543115,307
2,23,1167632,307
2,23,1259635,307
2,23,2609140,331
2,23,2858971,331
2,23,1066901,331
2,23,2995156,331
2,23,2747158,331
2,23,1074145,407
2,23,2800990,407
2,23,1074145,407
2,23,2800990,407
2,23,2806686,428
2,23,1099437,428
2,23,2752474,428
2,23,1030167,428
2,23,2593402,508
2,23,2759866,516
2,23,1153488,528
2,23,1031165,528
2,23,1045025,528
2,23,1045024,528
2,23,2759866,601
2,23,3006315,601
2,23,1223662,607
2,23,2586042,629
3,23,2877481,903
3,23,1281022,910
3,23,1281025,910
3,23,3015148,910
3,23,1141340,1107
3,23,2927958,1107
3,23,2837225,1107
3,23,1111511,1107
3,23,1414312,1118
3,23,3057214,1215
3,23,1371317,115
3,23,1552908,115
1,24,1140914,1126
1,24,2816246,1126
1,24,1390441,1126
1,24,1456409,1210
1,24,1159024,1211
1,24,1455386,1212
1,24,1120183,1227
1,24,1345967,103
1,24,1390441,117
1,24,2816246,117
1,24,2671940,117
2,24,1302865,225
2,24,2636184,225
2,24,1486753,227
2,24,2751336,303
2,24,2895373,303
2,24,2568059,304
2,24,1171560,308
2,24,2717709,311
2,24,1278047,320
2,24,2702674,324
2,24,2752925,414
2,24,2996646,416
2,24,1278047,505
2,24,1322894,505
2,24,2677935,508
2,24,1073316,508
2,24,1412497,508
2,24,1280262,511
2,24,1279861,513
2,24,1556640,515
2,24,1542543,515
2,24,1105457,515
2,24,1144813,515
2,24,1062443,516
2,24,3000646,520
2,24,1421035,522
2,24,1554693,522
2,24,1091812,522
2,24,2636290,527
2,24,1218097,527
2,24,2632626,708
2,24,3012934,708
2,24,1116018,708
2,24,2808115,708
3,24,2806769,923
3,24,2791283,923
3,24,2791949,1025
3,24,1111510,1103
3,24,2955370,1103
3,24,1433474,1103
1,27,1294338,1114
1,27,1474681,1114
1,27,1193440,1128
1,27,2767579,1128
2,27,2586035,614
2,27,2586024,616
3,27,2663834,920
3,27,1299729,920
3,27,2669255,1105
3,27,1146590,1105
3,27,2785088,1105
3,27,1169000,1105
3,27,1058850,1105
3,27,1413470,1105
3,27,1487860,1105
3,27,1437719,1105
3,27,1149745,1105
1,28,1139814,1027
1,28,2800428,1027
1,28,1563914,1103
1,28,1539622,1103
1,28,1195876,1112
1,28,2836491,1112
1,28,2711027,1112
1,28,1442646,1112
1,28,1356086,1114
1,28,1405171,1114
1,28,1289271,1114
1,28,1286703,1117
1,28,1270242,1117
1,28,2683294,1117
1,28,2763499,1117
1,28,1166711,1117
1,28,2916734,1128
1,28,2816614,1128
1,28,2835747,1128
1,28,1345969,102
1,28,1395562,115
1,28,1050779,115
2,28,1044796,310
2,28,2647867,310
2,28,1218117,310
2,28,2634596,318
2,28,1344022,318
2,28,2604529,318
